<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.04.18	16:00:00	107.225	107.306	107.097	107.165	11570	0	1
2018.04.18	20:00:00	107.165	107.317	107.160	107.229	6724	0	1
2018.04.19	00:00:00	107.222	107.467	107.180	107.433	12753	0	1
2018.04.19	04:00:00	107.433	107.515	107.356	107.431	6852	0	1
2018.04.19	08:00:00	107.431	107.470	107.261	107.360	9855	0	1
2018.04.19	12:00:00	107.360	107.454	107.311	107.347	9981	0	1
2018.04.19	16:00:00	107.347	107.469	107.260	107.273	16011	0	1
2018.04.19	20:00:00	107.273	107.503	107.238	107.360	11507	0	1
2018.04.20	00:00:00	107.354	107.561	107.353	107.462	12529	0	1
2018.04.20	04:00:00	107.462	107.731	107.413	107.645	9471	0	1
2018.04.20	08:00:00	107.645	107.671	107.478	107.615	9964	0	1
2018.04.20	12:00:00	107.615	107.710	107.551	107.694	9296	0	1
2018.04.20	16:00:00	107.694	107.856	107.508	107.510	18577	0	1
2018.04.20	20:00:00	107.510	107.667	107.505	107.655	6926	0	1
2018.04.23	00:00:00	107.761	107.888	107.657	107.817	12653	0	1
2018.04.23	04:00:00	107.818	107.882	107.738	107.805	6433	0	1
2018.04.23	08:00:00	107.805	108.010	107.765	107.998	10775	0	1
2018.04.23	12:00:00	107.998	108.279	107.996	108.210	10260	0	1
2018.04.23	16:00:00	108.210	108.712	108.175	108.648	15029	0	1
2018.04.23	20:00:00	108.648	108.752	108.550	108.700	7700	0	1
2018.04.24	00:00:00	108.698	108.806	108.670	108.750	7664	0	1
2018.04.24	04:00:00	108.750	108.870	108.690	108.812	7910	0	1
2018.04.24	08:00:00	108.811	108.916	108.752	108.821	9299	0	1
2018.04.24	12:00:00	108.821	109.064	108.774	108.997	9551	0	1
2018.04.24	16:00:00	108.997	109.199	108.712	108.721	21345	0	1
2018.04.24	20:00:00	108.721	108.831	108.542	108.812	14461	0	1
2018.04.25	00:00:00	108.812	108.964	108.784	108.889	8669	0	1
2018.04.25	04:00:00	108.889	109.060	108.809	109.031	9240	0	1
2018.04.25	08:00:00	109.031	109.268	108.998	109.088	13165	0	1
2018.04.25	12:00:00	109.088	109.257	108.981	109.199	13813	0	1
2018.04.25	16:00:00	109.198	109.383	109.053	109.238	26529	0	1
2018.04.25	20:00:00	109.238	109.454	109.236	109.422	10919	0	1
2018.04.26	00:00:00	109.414	109.468	109.240	109.411	10841	0	1
2018.04.26	04:00:00	109.411	109.455	109.277	109.337	8444	0	1
2018.04.26	08:00:00	109.337	109.394	109.243	109.355	12578	0	1
2018.04.26	12:00:00	109.355	109.385	109.096	109.169	17178	0	1
2018.04.26	16:00:00	109.169	109.396	109.064	109.201	19531	0	1
2018.04.26	20:00:00	109.203	109.418	109.203	109.295	7267	0	1
2018.04.27	00:00:00	109.283	109.352	109.231	109.266	12038	0	1
2018.04.27	04:00:00	109.266	109.337	109.144	109.181	9843	0	1
2018.04.27	08:00:00	109.181	109.496	109.162	109.375	15513	0	1
2018.04.27	12:00:00	109.375	109.536	109.255	109.313	13843	0	1
2018.04.27	16:00:00	109.313	109.343	108.966	109.084	21172	0	1
2018.04.27	20:00:00	109.084	109.146	108.984	109.051	6535	0	1
2018.04.30	00:00:00	109.051	109.180	109.019	109.076	5942	0	1
2018.04.30	04:00:00	109.076	109.155	109.059	109.137	4576	0	1
2018.04.30	08:00:00	109.137	109.327	109.129	109.308	9510	0	1
2018.04.30	12:00:00	109.308	109.429	109.230	109.320	10599	0	1
2018.04.30	16:00:00	109.320	109.452	109.085	109.121	17080	0	1
2018.04.30	20:00:00	109.121	109.368	109.104	109.327	9215	0	1
2018.05.01	00:00:00	109.341	109.341	109.233	109.297	13542	0	1
2018.05.01	04:00:00	109.297	109.388	109.291	109.379	5016	0	1
2018.05.01	08:00:00	109.379	109.582	109.369	109.569	7403	0	1
2018.05.01	12:00:00	109.569	109.703	109.557	109.680	8964	0	1
2018.05.01	16:00:00	109.680	109.793	109.564	109.583	19302	0	1
2018.05.01	20:00:00	109.583	109.886	109.514	109.857	9766	0	1
2018.05.02	00:00:00	109.853	109.916	109.693	109.805	9493	0	1
2018.05.02	04:00:00	109.805	109.839	109.644	109.733	7927	0	1
2018.05.02	08:00:00	109.733	109.876	109.726	109.797	11898	0	1
2018.05.02	12:00:00	109.798	109.852	109.768	109.779	10529	0	1
2018.05.02	16:00:00	109.779	110.034	109.744	109.861	18179	0	1
2018.05.02	20:00:00	109.860	109.963	109.594	109.836	24366	0	1
2018.05.03	00:00:00	109.836	109.883	109.689	109.695	11287	0	1
2018.05.03	04:00:00	109.695	109.733	109.568	109.648	7225	0	1
2018.05.03	08:00:00	109.648	109.743	109.552	109.655	11171	0	1
2018.05.03	12:00:00	109.655	109.685	109.153	109.257	17651	0	1
2018.05.03	16:00:00	109.257	109.380	108.929	109.147	29094	0	1
2018.05.03	20:00:00	109.147	109.246	109.101	109.188	14428	0	1
2018.05.04	00:00:00	109.188	109.233	109.095	109.174	7991	0	1
2018.05.04	04:00:00	109.174	109.184	108.933	109.102	6101	0	1
2018.05.04	08:00:00	109.102	109.159	108.984	109.049	9915	0	1
2018.05.04	12:00:00	109.049	109.124	108.645	108.804	16145	0	1
2018.05.04	16:00:00	108.804	109.271	108.804	108.964	22431	0	1
2018.05.04	20:00:00	108.964	109.163	108.964	109.072	6419	0	1
2018.05.07	00:00:00	109.102	109.200	108.899	108.908	6116	0	1
2018.05.07	04:00:00	108.908	109.131	108.757	109.117	9972	0	1
2018.05.07	08:00:00	109.117	109.329	109.110	109.294	8262	0	1
2018.05.07	12:00:00	109.294	109.396	109.188	109.270	6948	0	1
2018.05.07	16:00:00	109.270	109.376	109.037	109.078	12863	0	1
2018.05.07	20:00:00	109.078	109.111	108.992	109.088	5766	0	1
2018.05.08	00:00:00	109.088	109.137	108.864	108.904	9611	0	1
2018.05.08	04:00:00	108.904	109.111	108.851	109.047	8330	0	1
2018.05.08	08:00:00	109.050	109.101	108.888	109.046	12396	0	1
2018.05.08	12:00:00	109.046	109.128	108.892	109.106	9355	0	1
2018.05.08	16:00:00	109.106	109.350	109.037	109.058	18763	0	1
2018.05.08	20:00:00	109.057	109.190	108.828	109.121	18318	0	1
2018.05.09	00:00:00	109.121	109.374	108.994	109.354	12501	0	1
2018.05.09	04:00:00	109.354	109.637	109.351	109.466	13269	0	1
2018.05.09	08:00:00	109.466	109.806	109.458	109.757	14886	0	1
2018.05.09	12:00:00	109.757	109.802	109.570	109.649	14189	0	1
2018.05.09	16:00:00	109.649	109.832	109.633	109.653	13860	0	1
2018.05.09	20:00:00	109.653	109.759	109.598	109.740	6673	0	1
2018.05.10	00:00:00	109.740	109.921	109.677	109.859	9793	0	1
2018.05.10	04:00:00	109.859	109.868	109.630	109.675	9341	0	1
2018.05.10	08:00:00	109.675	110.018	109.673	109.771	12596	0	1
2018.05.10	12:00:00	109.771	109.793	109.312	109.421	18694	0	1
2018.05.10	16:00:00	109.422	109.647	109.324	109.447	20890	0	1
2018.05.10	20:00:00	109.447	109.478	109.319	109.385	8857	0	1
2018.05.11	00:00:00	109.385	109.567	109.192	109.235	13055	0	1
2018.05.11	04:00:00	109.237	109.497	109.224	109.450	8943	0	1
2018.05.11	08:00:00	109.450	109.520	109.261	109.267	12420	0	1
2018.05.11	12:00:00	109.268	109.355	109.211	109.241	9573	0	1
2018.05.11	16:00:00	109.241	109.434	109.151	109.222	13629	0	1
2018.05.11	20:00:00	109.222	109.387	109.219	109.386	4755	0	1
2018.05.14	00:00:00	109.328	109.403	109.207	109.262	7755	0	1
2018.05.14	04:00:00	109.262	109.387	109.220	109.384	7302	0	1
2018.05.14	08:00:00	109.384	109.558	109.314	109.545	13920	0	1
2018.05.14	12:00:00	109.545	109.596	109.456	109.508	7822	0	1
2018.05.14	16:00:00	109.507	109.636	109.421	109.425	11326	0	1
2018.05.14	20:00:00	109.425	109.669	109.420	109.647	6850	0	1
2018.05.15	00:00:00	109.645	109.792	109.645	109.721	7521	0	1
2018.05.15	04:00:00	109.721	109.923	109.689	109.906	8542	0	1
2018.05.15	08:00:00	109.906	110.002	109.815	109.960	12991	0	1
2018.05.15	12:00:00	109.961	110.300	109.869	110.203	15661	0	1
2018.05.15	16:00:00	110.203	110.378	110.176	110.286	20137	0	1
2018.05.15	20:00:00	110.286	110.453	110.247	110.340	12666	0	1
2018.05.16	00:00:00	110.340	110.382	110.196	110.328	15032	0	1
2018.05.16	04:00:00	110.328	110.385	110.196	110.249	9748	0	1
2018.05.16	08:00:00	110.249	110.305	110.077	110.175	14788	0	1
2018.05.16	12:00:00	110.175	110.275	110.074	110.119	16470	0	1
2018.05.16	16:00:00	110.119	110.347	110.039	110.083	18158	0	1
2018.05.16	20:00:00	110.083	110.402	110.082	110.392	6696	0	1
2018.05.17	00:00:00	110.386	110.400	110.269	110.333	11550	0	1
2018.05.17	04:00:00	110.333	110.373	110.072	110.319	11177	0	1
2018.05.17	08:00:00	110.319	110.741	110.238	110.670	20161	0	1
2018.05.17	12:00:00	110.670	110.800	110.560	110.751	14119	0	1
2018.05.17	16:00:00	110.752	110.856	110.627	110.644	15686	0	1
2018.05.17	20:00:00	110.644	110.804	110.642	110.747	7387	0	1
