<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.01.08	23:00:00	1.85839	1.85886	1.85654	1.85655	2826	0	92
2015.01.09	00:00:00	1.85655	1.85891	1.85593	1.85847	3608	0	92
2015.01.09	01:00:00	1.85842	1.85993	1.85796	1.85907	3446	0	92
2015.01.09	02:00:00	1.85908	1.86033	1.85578	1.85659	3688	0	92
2015.01.09	03:00:00	1.85658	1.85670	1.85440	1.85573	4053	0	92
2015.01.09	04:00:00	1.85572	1.85573	1.85265	1.85333	2932	0	92
2015.01.09	05:00:00	1.85332	1.85478	1.85251	1.85388	2433	0	92
2015.01.09	06:00:00	1.85387	1.85440	1.85255	1.85411	2746	0	92
2015.01.09	07:00:00	1.85417	1.85559	1.85370	1.85440	4629	0	52
2015.01.09	08:00:00	1.85439	1.85732	1.85403	1.85573	4060	0	52
2015.01.09	09:00:00	1.85574	1.85859	1.85502	1.85809	4742	0	52
2015.01.09	10:00:00	1.85810	1.86136	1.85800	1.86112	5321	0	52
2015.01.09	11:00:00	1.86106	1.86478	1.86106	1.86290	6979	0	52
2015.01.09	12:00:00	1.86295	1.86326	1.85939	1.86205	5283	0	52
2015.01.09	13:00:00	1.86208	1.86214	1.85985	1.86016	5390	0	52
2015.01.09	14:00:00	1.86019	1.86117	1.85794	1.85815	4931	0	52
2015.01.09	15:00:00	1.85818	1.86074	1.85239	1.85422	8898	0	52
2015.01.09	16:00:00	1.85421	1.85483	1.84729	1.84959	8631	0	52
2015.01.09	17:00:00	1.84961	1.85102	1.84856	1.84951	8207	0	52
2015.01.09	18:00:00	1.84952	1.85024	1.84717	1.84921	7347	0	52
2015.01.09	19:00:00	1.84923	1.85006	1.84764	1.84830	4983	0	52
2015.01.09	20:00:00	1.84830	1.84967	1.84803	1.84897	3953	0	52
2015.01.09	21:00:00	1.84888	1.84963	1.84761	1.84870	2805	0	84
2015.01.09	22:00:00	1.84864	1.84919	1.84703	1.84784	2652	0	92
2015.01.09	23:00:00	1.84783	1.84952	1.84630	1.84662	3237	0	92
2015.01.12	00:00:00	1.84754	1.84795	1.84523	1.84768	3463	0	92
2015.01.12	01:00:00	1.84773	1.84777	1.84555	1.84687	2495	0	92
2015.01.12	02:00:00	1.84689	1.84751	1.84465	1.84496	2706	0	92
2015.01.12	03:00:00	1.84497	1.84526	1.84219	1.84330	3122	0	92
2015.01.12	04:00:00	1.84331	1.84400	1.84246	1.84294	2604	0	92
2015.01.12	05:00:00	1.84291	1.84313	1.83842	1.83851	2955	0	92
2015.01.12	06:00:00	1.83852	1.83995	1.83733	1.83899	2321	0	92
2015.01.12	07:00:00	1.83905	1.83981	1.83747	1.83754	3919	0	52
2015.01.12	08:00:00	1.83743	1.83984	1.83743	1.83943	4548	0	52
2015.01.12	09:00:00	1.83945	1.84314	1.83934	1.84245	5153	0	52
2015.01.12	10:00:00	1.84246	1.84662	1.84056	1.84607	7697	0	52
2015.01.12	11:00:00	1.84607	1.85231	1.84601	1.85231	6731	0	52
2015.01.12	12:00:00	1.85232	1.85405	1.85062	1.85094	5955	0	52
2015.01.12	13:00:00	1.85093	1.85395	1.85012	1.85348	5066	0	52
2015.01.12	14:00:00	1.85347	1.86067	1.85341	1.85985	6021	0	52
2015.01.12	15:00:00	1.85984	1.86284	1.85879	1.85912	7786	0	52
2015.01.12	16:00:00	1.85913	1.86182	1.85821	1.86033	7199	0	52
2015.01.12	17:00:00	1.86033	1.86037	1.85485	1.85492	7637	0	52
